# perft_suite_960_xfen.txt - the same 960 start positions written in X-FEN.
#
# X-FEN writes Chess960 castling as plain KQkq, where K means the OUTERMOST rook on the
# king's side rather than the rook on h1. THIS IS WHAT LICHESS SENDS: a live 960 game gives
# [FEN "rbnqbnkr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBNKR w KQkq - 0 1"], king on g1.
#
# Before fen2board() learned to infer the rook files from the board, 124 of these 3840 runs
# failed while the identical positions in Shredder notation all passed -- so a FEN from a
# real lichess 960 game could not be read at all. Same expected counts as
# perft_suite_960.txt, because they are the same positions.
bbqnnrkr/pppppppp/8/8/8/8/PPPPPPPP/BBQNNRKR w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201143
rkbbnrqn/pppppppp/8/8/8/8/PPPPPPPP/RKBBNRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167105
rkbnrbqn/pppppppp/8/8/8/8/PPPPPPPP/RKBNRBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7801 ;D4 166960
rkbnrqnb/pppppppp/8/8/8/8/PPPPPPPP/RKBNRQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 198785
rbknbrqn/pppppppp/8/8/8/8/PPPPPPPP/RBKNBRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7801 ;D4 167806
rknbbrqn/pppppppp/8/8/8/8/PPPPPPPP/RKNBBRQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166456
rknrbbqn/pppppppp/8/8/8/8/PPPPPPPP/RKNRBBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7820 ;D4 167965
rknrbqnb/pppppppp/8/8/8/8/PPPPPPPP/RKNRBQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199941
rbknrqbn/pppppppp/8/8/8/8/PPPPPPPP/RBKNRQBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168395
rknbrqbn/pppppppp/8/8/8/8/PPPPPPPP/RKNBRQBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7763 ;D4 165660
rknrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RKNRQBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7801 ;D4 167279
rknrqnbb/pppppppp/8/8/8/8/PPPPPPPP/RKNRQNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201294
bbrknrnq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNRNQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10219 ;D4 235740
brkbnrnq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8894 ;D4 196141
brknrbnq/pppppppp/8/8/8/8/PPPPPPPP/BRKNRBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199539
brknrnqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNRNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9030 ;D4 202349
rbbknrnq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8976 ;D4 200567
rkbbnrnq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8938 ;D4 198120
rkbnrbnq/pppppppp/8/8/8/8/PPPPPPPP/RKBNRBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8934 ;D4 197921
rkbnrnqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNRNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8986 ;D4 200007
rbknbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8972 ;D4 199595
rknbbrnq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBRNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8960 ;D4 199207
rknrbbnq/pppppppp/8/8/8/8/PPPPPPPP/RKNRBBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8958 ;D4 199037
rknrbnqb/pppppppp/8/8/8/8/PPPPPPPP/RKNRBNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9008 ;D4 201143
rbknrnbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNRNBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8984 ;D4 200053
rknbrnbq/pppppppp/8/8/8/8/PPPPPPPP/RKNBRNBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8968 ;D4 198640
rknrnbbq/pppppppp/8/8/8/8/PPPPPPPP/RKNRNBBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8986 ;D4 199384
rknrnqbb/pppppppp/8/8/8/8/PPPPPPPP/RKNRNQBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9026 ;D4 202082
bbqrkrnn/pppppppp/8/8/8/8/PPPPPPPP/BBQRKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7706 ;D4 163770
bqrbkrnn/pppppppp/8/8/8/8/PPPPPPPP/BQRBKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7708 ;D4 163631
bqrkrbnn/pppppppp/8/8/8/8/PPPPPPPP/BQRKRBNN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8792 ;D4 192466
bqrkrnnb/pppppppp/8/8/8/8/PPPPPPPP/BQRKRNNB w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10114 ;D4 230996
qbbrkrnn/pppppppp/8/8/8/8/PPPPPPPP/QBBRKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7706 ;D4 163718
qrbbkrnn/pppppppp/8/8/8/8/PPPPPPPP/QRBBKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7714 ;D4 164032
qrbkrbnn/pppppppp/8/8/8/8/PPPPPPPP/QRBKRBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7636 ;D4 160740
qrbkrnnb/pppppppp/8/8/8/8/PPPPPPPP/QRBKRNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8838 ;D4 194390
qbrkbrnn/pppppppp/8/8/8/8/PPPPPPPP/QBRKBRNN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8834 ;D4 194091
qrkbbrnn/pppppppp/8/8/8/8/PPPPPPPP/QRKBBRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7678 ;D4 162750
qrkrbbnn/pppppppp/8/8/8/8/PPPPPPPP/QRKRBBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7638 ;D4 160965
qrkrbnnb/pppppppp/8/8/8/8/PPPPPPPP/QRKRBNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8796 ;D4 192107
qbrkrnbn/pppppppp/8/8/8/8/PPPPPPPP/QBRKRNBN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8848 ;D4 194742
qrkbrnbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBRNBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7693 ;D4 163216
qrkrnbbn/pppppppp/8/8/8/8/PPPPPPPP/QRKRNBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7746 ;D4 165423
qrkrnnbb/pppppppp/8/8/8/8/PPPPPPPP/QRKRNNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8910 ;D4 196993
bbrqkrnn/pppppppp/8/8/8/8/PPPPPPPP/BBRQKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7708 ;D4 163633
brqbkrnn/pppppppp/8/8/8/8/PPPPPPPP/BRQBKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7714 ;D4 164090
brqkrbnn/pppppppp/8/8/8/8/PPPPPPPP/BRQKRBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7636 ;D4 160747
brqkrnnb/pppppppp/8/8/8/8/PPPPPPPP/BRQKRNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8838 ;D4 194395
rbbqkrnn/pppppppp/8/8/8/8/PPPPPPPP/RBBQKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165460
rqbbkrnn/pppppppp/8/8/8/8/PPPPPPPP/RQBBKRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 165458
rqbkrbnn/pppppppp/8/8/8/8/PPPPPPPP/RQBKRBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7670 ;D4 162310
rqbkrnnb/pppppppp/8/8/8/8/PPPPPPPP/RQBKRNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8874 ;D4 196127
rbqkbrnn/pppppppp/8/8/8/8/PPPPPPPP/RBQKBRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7710 ;D4 163799
rqkbbrnn/pppppppp/8/8/8/8/PPPPPPPP/RQKBBRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7712 ;D4 164068
rqkrbbnn/pppppppp/8/8/8/8/PPPPPPPP/RQKRBBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7672 ;D4 162265
rqkrbnnb/pppppppp/8/8/8/8/PPPPPPPP/RQKRBNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8832 ;D4 193554
rbqkrnbn/pppppppp/8/8/8/8/PPPPPPPP/RBQKRNBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7721 ;D4 164303
rqkbrnbn/pppppppp/8/8/8/8/PPPPPPPP/RQKBRNBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7723 ;D4 164452
rqkrnbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKRNBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7780 ;D4 166749
rqkrnnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKRNNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8946 ;D4 198468
bbrkqrnn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQRNN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8834 ;D4 194083
brkbqrnn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7678 ;D4 162740
brkqrbnn/pppppppp/8/8/8/8/PPPPPPPP/BRKQRBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7638 ;D4 160809
brkqrnnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQRNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8836 ;D4 193723
rbbkqrnn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7710 ;D4 163798
rkbbqrnn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7718 ;D4 164522
rkbqrbnn/pppppppp/8/8/8/8/PPPPPPPP/RKBQRBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7678 ;D4 162816
rkbqrnnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQRNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8878 ;D4 196384
rbkqbrnn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7712 ;D4 164064
rkqbbrnn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBRNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7718 ;D4 164522
rkqrbbnn/pppppppp/8/8/8/8/PPPPPPPP/RKQRBBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7678 ;D4 162755
rkqrbnnb/pppppppp/8/8/8/8/PPPPPPPP/RKQRBNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8838 ;D4 194525
rbkqrnbn/pppppppp/8/8/8/8/PPPPPPPP/RBKQRNBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7723 ;D4 164453
rkqbrnbn/pppppppp/8/8/8/8/PPPPPPPP/RKQBRNBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7727 ;D4 163964
rkqrnbbn/pppppppp/8/8/8/8/PPPPPPPP/RKQRNBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7782 ;D4 166301
rkqrnnbb/pppppppp/8/8/8/8/PPPPPPPP/RKQRNNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8948 ;D4 198454
bbrkrqnn/pppppppp/8/8/8/8/PPPPPPPP/BBRKRQNN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8832 ;D4 194215
brkbrqnn/pppppppp/8/8/8/8/PPPPPPPP/BRKBRQNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7676 ;D4 162413
brkrqbnn/pppppppp/8/8/8/8/PPPPPPPP/BRKRQBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7638 ;D4 160953
brkrqnnb/pppppppp/8/8/8/8/PPPPPPPP/BRKRQNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8836 ;D4 193857
rbbkrqnn/pppppppp/8/8/8/8/PPPPPPPP/RBBKRQNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7708 ;D4 163923
rkbbrqnn/pppppppp/8/8/8/8/PPPPPPPP/RKBBRQNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7716 ;D4 164390
rkbrqbnn/pppppppp/8/8/8/8/PPPPPPPP/RKBRQBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7678 ;D4 162755
rkbrqnnb/pppppppp/8/8/8/8/PPPPPPPP/RKBRQNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8878 ;D4 196301
rbkrbqnn/pppppppp/8/8/8/8/PPPPPPPP/RBKRBQNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7710 ;D4 163874
rkrbbqnn/pppppppp/8/8/8/8/PPPPPPPP/RKRBBQNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7718 ;D4 164609
rkrqbbnn/pppppppp/8/8/8/8/PPPPPPPP/RKRQBBNN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7680 ;D4 163033
rkrqbnnb/pppppppp/8/8/8/8/PPPPPPPP/RKRQBNNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8840 ;D4 194817
rbkrqnbn/pppppppp/8/8/8/8/PPPPPPPP/RBKRQNBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7723 ;D4 164565
rkrbqnbn/pppppppp/8/8/8/8/PPPPPPPP/RKRBQNBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7729 ;D4 164162
rkrqnbbn/pppppppp/8/8/8/8/PPPPPPPP/RKRQNBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166553
rkrqnnbb/pppppppp/8/8/8/8/PPPPPPPP/RKRQNNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198720
bbrkrnqn/pppppppp/8/8/8/8/PPPPPPPP/BBRKRNQN w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8908 ;D4 197412
brkbrnqn/pppppppp/8/8/8/8/PPPPPPPP/BRKBRNQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7750 ;D4 165621
brkrnbqn/pppppppp/8/8/8/8/PPPPPPPP/BRKRNBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7765 ;D4 166207
brkrnqnb/pppppppp/8/8/8/8/PPPPPPPP/BRKRNQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8892 ;D4 196092
rbbkrnqn/pppppppp/8/8/8/8/PPPPPPPP/RBBKRNQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7778 ;D4 166746
rkbbrnqn/pppppppp/8/8/8/8/PPPPPPPP/RKBBRNQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166263
rkbrnbqn/pppppppp/8/8/8/8/PPPPPPPP/RKBRNBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7801 ;D4 166982
rkbrnqnb/pppppppp/8/8/8/8/PPPPPPPP/RKBRNQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198849
rbkrbnqn/pppppppp/8/8/8/8/PPPPPPPP/RBKRBNQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7742 ;D4 165317
rkrbbnqn/pppppppp/8/8/8/8/PPPPPPPP/RKRBBNQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7748 ;D4 164828
rkrnbbqn/pppppppp/8/8/8/8/PPPPPPPP/RKRNBBQN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7803 ;D4 167148
rkrnbqnb/pppppppp/8/8/8/8/PPPPPPPP/RKRNBQNB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198985
rbkrnqbn/pppppppp/8/8/8/8/PPPPPPPP/RBKRNQBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7818 ;D4 168386
rkrbnqbn/pppppppp/8/8/8/8/PPPPPPPP/RKRBNQBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7784 ;D4 166501
rkrnqbbn/pppppppp/8/8/8/8/PPPPPPPP/RKRNQBBN w KQkq - 0 1 ;D1 19 ;D2 361 ;D3 7822 ;D4 168109
rkrnqnbb/pppppppp/8/8/8/8/PPPPPPPP/RKRNQNBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8988 ;D4 200337
bbrkrnnq/pppppppp/8/8/8/8/PPPPPPPP/BBRKRNNQ w KQkq - 0 1 ;D1 21 ;D2 441 ;D3 10156 ;D4 232847
brkbrnnq/pppppppp/8/8/8/8/PPPPPPPP/BRKBRNNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8876 ;D4 195332
brkrnbnq/pppppppp/8/8/8/8/PPPPPPPP/BRKRNBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8852 ;D4 194169
brkrnnqb/pppppppp/8/8/8/8/PPPPPPPP/BRKRNNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8950 ;D4 198736
rbbkrnnq/pppppppp/8/8/8/8/PPPPPPPP/RBBKRNNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8914 ;D4 197835
rkbbrnnq/pppppppp/8/8/8/8/PPPPPPPP/RKBBRNNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8918 ;D4 197226
rkbrnbnq/pppppppp/8/8/8/8/PPPPPPPP/RKBRNBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8896 ;D4 196176
rkbrnnqb/pppppppp/8/8/8/8/PPPPPPPP/RKBRNNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8988 ;D4 200096
rbkrbnnq/pppppppp/8/8/8/8/PPPPPPPP/RBKRBNNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8872 ;D4 195123
rkrbbnnq/pppppppp/8/8/8/8/PPPPPPPP/RKRBBNNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8880 ;D4 195650
rkrnbbnq/pppppppp/8/8/8/8/PPPPPPPP/RKRNBBNQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8936 ;D4 198114
rkrnbnqb/pppppppp/8/8/8/8/PPPPPPPP/RKRNBNQB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8948 ;D4 198393
rbkrnnbq/pppppppp/8/8/8/8/PPPPPPPP/RBKRNNBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8946 ;D4 198282
rkrbnnbq/pppppppp/8/8/8/8/PPPPPPPP/RKRBNNBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8910 ;D4 195995
rkrnnbbq/pppppppp/8/8/8/8/PPPPPPPP/RKRNNBBQ w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 8966 ;D4 198482
rkrnnqbb/pppppppp/8/8/8/8/PPPPPPPP/RKRNNQBB w KQkq - 0 1 ;D1 20 ;D2 400 ;D3 9006 ;D4 201143
